Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,Occupancy,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unit No,Floor,Living Area,Number of Bedrooms,Number of Bathrooms,Permit Number,Latitude,Longitude,Condo Bldg,Disaster Permit,Disaster Permit Type,Disaster Permit Description
33320-137-000,17155 FRONT BEACH RD E801 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E801,8,1405,3,2,,30.222931,-85.891737,33320-100-000,FALSE,,
33320-138-000,17155 FRONT BEACH RD E802 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E802,8,1200,2,2,,30.222905,-85.891682,33320-100-000,FALSE,,
33320-139-000,17155 FRONT BEACH RD E803 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E803,8,1200,2,2,,30.222878,-85.891626,33320-100-000,FALSE,,
33320-140-000,17155 FRONT BEACH RD E804 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E804,8,1200,2,2,,30.222851,-85.891571,33320-100-000,FALSE,,
33320-141-000,17155 FRONT BEACH RD E805 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E805,8,1200,2,2,,30.222824,-85.891516,33320-100-000,FALSE,,
33320-142-000,17155 FRONT BEACH RD E806 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E806,8,1405,2,2,,30.222797,-85.891461,33320-100-000,FALSE,,
33320-143-000,17155 FRONT BEACH RD W201 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W201,2,1405,3,2,,30.223078,-85.891715,33320-100-000,FALSE,,
33320-144-000,17155 FRONT BEACH RD W202 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W202,2,1200,2,2,,30.223051,-85.89166,33320-100-000,FALSE,,
33320-145-000,17155 FRONT BEACH RD W203 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W203,2,1200,2,2,,30.223025,-85.891605,33320-100-000,FALSE,,
33320-146-000,17155 FRONT BEACH RD W204 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W204,2,1200,2,2,,30.222998,-85.891549,33320-100-000,FALSE,,
33320-147-000,17155 FRONT BEACH RD W205 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W205,2,1200,2,2,,30.222971,-85.891494,33320-100-000,FALSE,,
33320-148-000,17155 FRONT BEACH RD W206 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W206,2,1405,2,2,,30.222944,-85.891439,33320-100-000,FALSE,,
33320-149-000,17155 FRONT BEACH RD W301 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W301,3,1405,3,2,,30.222917,-85.891383,33320-100-000,FALSE,,
33320-150-000,17155 FRONT BEACH RD W302 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W302,3,1200,2,2,,30.223054,-85.89173,33320-100-000,FALSE,,
33320-151-000,17155 FRONT BEACH RD W303 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W303,3,1200,2,2,,30.223027,-85.891675,33320-100-000,FALSE,,
33320-152-000,17155 FRONT BEACH RD W304 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W304,3,1200,2,2,,30.223001,-85.89162,33320-100-000,FALSE,,
33320-153-000,17155 FRONT BEACH RD W305 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W305,3,1200,2,2,,30.222974,-85.891565,33320-100-000,FALSE,,
33320-154-000,17155 FRONT BEACH RD W306 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W306,3,1405,3,2,,30.222947,-85.891509,33320-100-000,FALSE,,
33320-155-000,17155 FRONT BEACH RD W401 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W401,4,1405,3,2,,30.223281,-85.892223,33320-100-000,FALSE,,
33320-156-000,17155 FRONT BEACH RD W402 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W403,4,1200,2,2,,30.222893,-85.891399,33320-100-000,FALSE,,
33320-157-000,17155 FRONT BEACH RD W403 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W403,4,1200,2,2,,30.22303,-85.891746,33320-100-000,FALSE,,
33320-158-000,17155 FRONT BEACH RD W404 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W404,4,1200,2,2,,30.223003,-85.891691,33320-100-000,FALSE,,
33320-159-000,17155 FRONT BEACH RD W405 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W405,4,1200,2,2,,30.222977,-85.891635,33320-100-000,FALSE,,
33320-160-000,17155 FRONT BEACH RD W406 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W406,4,1405,3,2,['5304'],30.22295,-85.89158,33320-100-000,FALSE,,
33320-161-000,17155 FRONT BEACH RD W501 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W501,5,1405,3,2,,30.222923,-85.891525,33320-100-000,FALSE,,
33320-162-000,17155 FRONT BEACH RD W502 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W502,5,1200,2,2,,30.222896,-85.89147,33320-100-000,FALSE,,
33320-163-000,17155 FRONT BEACH RD W503 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W503,5,1200,2,2,,30.222869,-85.891414,33320-100-000,FALSE,,
33320-164-000,17155 FRONT BEACH RD W504 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W504,5,1200,2,2,,30.223006,-85.891761,33320-100-000,FALSE,,
33320-165-000,17155 FRONT BEACH RD W505 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W505,5,1200,2,2,,30.222979,-85.891706,33320-100-000,FALSE,,
33320-166-000,17155 FRONT BEACH RD W506 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W506,5,1405,3,2,,30.222953,-85.891651,33320-100-000,FALSE,,
33320-167-000,17155 FRONT BEACH RD W601 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W601,6,1405,3,2,,30.223287,-85.892364,33320-100-000,FALSE,,
33320-168-000,17155 FRONT BEACH RD W602 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W602,6,1200,2,2,,30.222899,-85.89154,33320-100-000,FALSE,,
33320-169-000,17155 FRONT BEACH RD W603 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W603,6,1200,2,2,,30.222872,-85.891485,33320-100-000,FALSE,,
33320-170-000,17155 FRONT BEACH RD W604 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W604,6,1200,2,2,,30.222845,-85.89143,33320-100-000,FALSE,,
33320-171-000,17155 FRONT BEACH RD W605 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W605,6,1200,2,2,,30.222982,-85.891777,33320-100-000,FALSE,,
33320-172-000,17155 FRONT BEACH RD W606 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W606,6,1405,3,2,,30.222955,-85.891721,33320-100-000,FALSE,,
33320-173-000,17155 FRONT BEACH RD W701 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W701,7,1405,3,2,,30.222929,-85.891666,33320-100-000,FALSE,,
33320-174-000,17155 FRONT BEACH RD W702 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W702,7,1200,2,2,,30.222902,-85.891611,33320-100-000,FALSE,,
33320-175-000,17155 FRONT BEACH RD W703 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W703,7,1200,2,2,,30.222875,-85.891556,33320-100-000,FALSE,,
33320-176-000,17155 FRONT BEACH RD W704 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W704,7,1200,2,2,,30.222848,-85.8915,33320-100-000,FALSE,,
33320-177-000,17155 FRONT BEACH RD W705 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W705,7,1200,2,2,,30.222821,-85.891445,33320-100-000,FALSE,,
33320-178-000,17155 FRONT BEACH RD W706 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W706,7,1405,3,2,,30.22332,-85.892561,33320-100-000,FALSE,,
33320-179-000,17155 FRONT BEACH RD W801 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W801,8,1405,3,2,,30.222931,-85.891737,33320-100-000,FALSE,,
33320-180-000,17155 FRONT BEACH RD W802 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W802,8,1200,2,2,,30.222905,-85.891682,33320-100-000,FALSE,,
33320-181-000,17155 FRONT BEACH RD W803 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W803,8,1200,2,2,,30.222878,-85.891626,33320-100-000,FALSE,,
33320-182-000,17155 FRONT BEACH RD W804 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W804,8,1200,2,2,,30.222851,-85.891571,33320-100-000,FALSE,,
33320-183-000,17155 FRONT BEACH RD W805 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W805,8,1200,2,2,,30.222824,-85.891516,33320-100-000,FALSE,,
33320-184-000,17155 FRONT BEACH RD W806 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W806,8,1405,3,2,,30.222797,-85.891461,33320-100-000,FALSE,,
34809-801-000,11211 FRONT BEACH RD 101 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,101,1,1100,2,2,"['2011135', '20101343', '2010545', '2010546']",30.184838,-85.818744,34809-800-000,FALSE,,
34809-802-000,11211 FRONT BEACH RD 102 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,102,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-803-000,11211 FRONT BEACH RD 103 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,103,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-804-000,11211 FRONT BEACH RD 104 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,104,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-805-000,11211 FRONT BEACH RD 105 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,105,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-806-000,11211 FRONT BEACH RD 106 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,106,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-807-000,11211 FRONT BEACH RD 107 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,107,1,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-808-000,11211 FRONT BEACH RD 201 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,201,2,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-809-000,11211 FRONT BEACH RD 202 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,202,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-810-000,11211 FRONT BEACH RD 203 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,203,2,850,1,2,['202000782'],30.184838,-85.818744,34809-800-000,FALSE,,
34809-811-000,11211 FRONT BEACH RD 204 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,204,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-812-000,11211 FRONT BEACH RD 205 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,205,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-813-000,11211 FRONT BEACH RD 206 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,206,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-814-000,11211 FRONT BEACH RD 207 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,207,2,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-815-000,11211 FRONT BEACH RD 301 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,301,3,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-816-000,11211 FRONT BEACH RD 302 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,302,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-817-000,11211 FRONT BEACH RD 303 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,303,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-818-000,11211 FRONT BEACH RD 304 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,305,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-819-000,11211 FRONT BEACH RD 305 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,305,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-820-000,11211 FRONT BEACH RD 306 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,306,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-821-000,11211 FRONT BEACH RD 307 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,307,3,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-822-000,11211 FRONT BEACH RD 401 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,401,4,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-823-000,11211 FRONT BEACH RD 402 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,402,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-824-000,11211 FRONT BEACH RD 403 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,403,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-825-000,11211 FRONT BEACH RD 404 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,404,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-826-000,11211 FRONT BEACH RD 405 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,405,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-827-000,11211 FRONT BEACH RD 406 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,406,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-828-000,11211 FRONT BEACH RD 407 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,407,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-829-000,11211 FRONT BEACH RD 501 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,501,5,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-830-000,11211 FRONT BEACH RD 502 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,502,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-831-000,11211 FRONT BEACH RD 503 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,503,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-832-000,11211 FRONT BEACH RD 504 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,504,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-833-000,11211 FRONT BEACH RD 505 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,505,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-834-000,11211 FRONT BEACH RD 506 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,506,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-835-000,11211 FRONT BEACH RD 507 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,507,5,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-836-000,11211 FRONT BEACH RD 601 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,601,6,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-837-000,11211 FRONT BEACH RD 602 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,602,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-838-000,11211 FRONT BEACH RC 603 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,603,6,850,1,2,,30.184756,-85.818825,34809-800-000,FALSE,,
34809-839-000,11211 FRONT BEACH ROAD RD 604 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,604,6,850,1,2,,30.183377,-85.818941,34809-800-000,FALSE,,
34809-840-000,11211 FRONT BEACH RD 605 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,605,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-841-000,11211 FRONT BEACH RD 606 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,606,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-842-000,11211 FRONT BEACH RD 607 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,607,6,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-843-000,11211 FRONT BEACH RD 701 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,701,7,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-844-000,11211 FRONT BEACH RD 702 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,702,7,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-845-000,11211 FRONT BEACH RD 703 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,703,7,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-846-000,11211 FRONT BEACH RD 704 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,704,7,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-847-000,11211 FRONT BEACH RD 705 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,705,7,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-848-000,11211 FRONT BEACH RD 706 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,706,7,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-849-000,11211 FRONT BEACH RD 707 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1983,,,,,,,707,7,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-851-000,11211 FRONT BEACH RD 108 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,108,1,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-852-000,11211 FRONT BEACH RD 109 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,109,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-853-000,11211 FRONT BEACH RD 110 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,110,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-854-000,11211 FRONT BEACH RD 111 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,111,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-855-000,11211 FRONT BEACH RD 112 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,112,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-856-000,11211 FRONT BEACH RD 113 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,113,1,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-857-000,11211 FRONT BEACH RD 114 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,114,1,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-858-000,11211 FRONT BEACH RD 208 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,208,2,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-859-000,11211 FRONT BEACH RD 209 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,209,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-860-000,11211 FRONT BEACH RD 210 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,210,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-861-000,11211 FRONT BEACH RD 211 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,211,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-862-000,11211 FRONT BEACH RD 212 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,212,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-863-000,11211 FRONT BEACH RD 213 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,213,2,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-864-000,11211 FRONT BEACH RD 214 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,214,2,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-865-000,11211 FRONT BEACH RD 308 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,308,3,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-866-000,11211 FRONT BEACH RD 309 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,309,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-867-000,11211 FRONT BEACH RD 310 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,310,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-868-000,11211 FRONT BEACH RD 311 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,311,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-869-000,11211 FRONT BEACH RD 312 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,312,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-870-000,11211 FRONT BEACH RD 313 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,313,3,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-871-000,11211 FRONT BEACH RD 314 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,314,3,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-872-000,11211 FRONT BEACH RD 408 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,408,4,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-873-000,11211 FRONT BEACH RD 409 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,409,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-874-000,11211 FRONT BEACH RD 410 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,410,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-875-000,11211 FRONT BEACH RD 411 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,411,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-876-000,11211 FRONT BEACH RD 412 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,412,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-877-000,11211 FRONT BEACH RD 413 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,413,4,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-878-000,11211 FRONT BEACH RD 414 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,414,4,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-879-000,11211 FRONT BEACH RD 508 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,508,5,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-880-000,11211 FRONT BEACH RD 509 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,509,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-881-000,11211 FRONT BEACH RD 510 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,510,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-882-000,11211 FRONT BEACH RD 511 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,511,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-883-000,11211 FRONT BEACH RD 512 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,512,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-884-000,11211 FRONT BEACH RD 513 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,513,5,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-885-000,11211 FRONT BEACH RD 514 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,514,5,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-886-000,11211 FRONT BEACH RD 608 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,608,6,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-887-000,11211 FRONT BEACH RD 609 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,609,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-888-000,11211 FRONT BEACH RD 610 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,610,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-889-000,11211 FRONT BEACH RD 611 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,611,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-890-000,11211 FRONT BEACH RD 612 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,612,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-891-000,11211 FRONT BEACH RD 613 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,613,6,850,1,2,,30.184838,-85.818744,34809-800-000,FALSE,,
34809-892-000,11211 FRONT BEACH RD 614 PANAMA CITY BEACH 32407,CONDOMINIU (000400),,,1985,,,,,,,614,6,1100,2,2,,30.184838,-85.818744,34809-800-000,FALSE,,
