Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,Occupancy,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unit No,Floor,Living Area,Number of Bedrooms,Number of Bathrooms,Permit Number,Latitude,Longitude,Condo Bldg,Disaster Permit,Disaster Permit Type,Disaster Permit Description
31430-596-000,4715 THOMAS DR 1006D PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1006,10,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-597-000,4715 THOMAS DR 1007C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1007,10,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-598-000,4715 THOMAS DR 1008C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1008,10,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-599-000,4715 THOMAS DR 1009B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1009,10,750,1,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-600-000,4715 THOMAS DR 1010A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1010,10,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-601-000,4715 THOMAS DR 1101A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1101,11,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-602-000,4715 THOMAS DR 1102B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1102,11,750,1,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-603-000,4715 THOMAS DR 1103C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1103,11,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-604-000,4715 THOMAS DR 1104C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1104,11,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-605-000,4715 THOMAS DR 1105D PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1105,11,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-606-000,4715 THOMAS DR 1106D PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1106,11,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-607-000,4715 THOMAS DR 1107C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1107,11,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-608-000,4715 THOMAS DR 1108C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1108,11,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-609-000,4715 THOMAS DR 1109B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1109,11,750,1,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-610-000,4715 THOMAS DR 1110A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1110,11,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-611-000,4715 THOMAS DR 1201A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1201,12,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-612-000,4715 THOMAS DR 1202B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1202,12,750,1,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-613-000,4715 THOMAS DR 1203C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1203,12,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-614-000,4715 THOMAS DR 1204C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1204,12,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-615-000,4715 THOMAS DR 1205D PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1205,12,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-616-000,4715 THOMAS DR 1206D PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1206,12,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-617-000,4715 THOMAS DR 1207C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1207,12,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-618-000,4715 THOMAS DR 1208C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1208,12,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-619-000,4715 THOMAS DR 1209B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1209,12,750,1,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-620-000,4715 THOMAS DR 1210A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1210,12,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-621-000,4715 THOMAS DR 1301A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1301,13,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-622-000,4715 THOMAS DR 1302B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1302,13,750,1,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-623-000,4715 THOMAS DR 1303C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1303,13,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-624-000,4715 THOMAS DR 1304C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1304,13,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-625-000,4715 THOMAS DR 1305D PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1305,13,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-626-000,4715 THOMAS DR 1306D PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1306,13,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-627-000,4715 THOMAS DR 1307C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1307,13,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-628-000,4715 THOMAS DR 1308C PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1308,13,1056,2,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-629-000,4715 THOMAS DR 1309B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1309,13,750,1,2,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-630-000,4715 THOMAS DR 1310A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,1310,13,1404,3,3,,30.136935,-85.749079,31430-500-000,FALSE,,
31430-632-000,4715 THOMAS DR CC-2 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,CC-2,2,409,0,1,,30.136599,-85.749148,31430-500-000,FALSE,,
31430-633-000,4715 THOMAS DR CC-3 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,CC-3,3,358,0,1,,30.136668,-85.749071,31430-500-000,FALSE,,
31430-634-000,4715 THOMAS DR CC-4 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,CC-4,1,367,0,1,,30.136737,-85.748994,31430-500-000,FALSE,,
31430-635-000,4715 THOMAS DR E-13 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1985,,,,,,,E13,13,327,0,1,,30.136806,-85.748917,31430-500-000,FALSE,,
38333-501-000,17351 FRONT BEACH RD E101 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E101,2,1400,2,2,,30.226643,-85.89899,38333-500-000,FALSE,,
38333-502-000,17351 FRONT BEACH RD E102 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E102,2,1400,2,2,,30.226593,-85.898877,38333-500-000,FALSE,,
38333-503-000,17351 FRONT BEACH RD E103 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E103,2,1400,2,2,,30.226544,-85.898764,38333-500-000,FALSE,,
38333-504-000,17351 FRONT BEACH RD E104 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E104,2,1400,2,2,,30.226494,-85.898651,38333-500-000,FALSE,,
38333-505-000,17351 FRONT BEACH RD E201 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E201,3,1400,2,2,['13-338'],30.226445,-85.898537,38333-500-000,FALSE,,
38333-506-000,17351 FRONT BEACH RD E202 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E202,3,1400,2,2,,30.226396,-85.898424,38333-500-000,FALSE,,
38333-507-000,17351 FRONT BEACH RD E203 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E203,3,1400,2,2,,30.226346,-85.898311,38333-500-000,FALSE,,
38333-508-000,17351 FRONT BEACH RD E204 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E204,3,1400,2,2,,30.226297,-85.898198,38333-500-000,FALSE,,
38333-509-000,17351 FRONT BEACH RD E301 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E301,4,1400,2,2,,30.226594,-85.899018,38333-500-000,FALSE,,
38333-510-000,17351 FRONT BEACH RD E302 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E302,4,1400,2,2,,30.226544,-85.898905,38333-500-000,FALSE,,
38333-511-000,17351 FRONT BEACH RD E303 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E303,4,1400,2,2,,30.226495,-85.898792,38333-500-000,FALSE,,
38333-512-000,17351 FRONT BEACH RD E304 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E304,4,1400,2,2,,30.226445,-85.898679,38333-500-000,FALSE,,
38333-513-000,17351 FRONT BEACH RD E401 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E401,5,1400,2,2,,30.226396,-85.898566,38333-500-000,FALSE,,
38333-514-000,17351 FRONT BEACH RD E402 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E402,5,1400,2,2,,30.226346,-85.898453,38333-500-000,FALSE,,
38333-515-000,17351 FRONT BEACH RD E403 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E403,5,1400,2,2,,30.226297,-85.898339,38333-500-000,FALSE,,
38333-516-000,17351 FRONT BEACH RD E404 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E404,5,1400,2,2,,30.226248,-85.898226,38333-500-000,FALSE,,
38333-517-000,17351 FRONT BEACH RD E501 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E501,6,1400,2,2,,30.226544,-85.899047,38333-500-000,FALSE,,
38333-518-000,17351 FRONT BEACH RD E502 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E502,6,1400,2,2,,30.226495,-85.898934,38333-500-000,FALSE,,
38333-519-000,17351 FRONT BEACH RD E503 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E503,6,1400,2,2,,30.226445,-85.898821,38333-500-000,FALSE,,
38333-520-000,17351 FRONT BEACH RD E504 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E504,6,1400,2,2,,30.226396,-85.898707,38333-500-000,FALSE,,
38333-521-000,17351 FRONT BEACH RD E601 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E601,7,1400,2,2,,30.226347,-85.898594,38333-500-000,FALSE,,
38333-522-000,17351 FRONT BEACH RD E602 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E602,7,1400,2,2,,30.226297,-85.898481,38333-500-000,FALSE,,
38333-523-000,17351 FRONT BEACH RD E603 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E603,7,1400,2,2,,30.226248,-85.898368,38333-500-000,FALSE,,
38333-524-000,17351 FRONT BEACH RD E604 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E604,7,1400,2,2,,30.226198,-85.898255,38333-500-000,FALSE,,
38333-525-000,17351 FRONT BEACH RD E701 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E701,8,1400,2,2,,30.226495,-85.899075,38333-500-000,FALSE,,
38333-526-000,17351 FRONT BEACH RD E702 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E702,8,1400,2,2,,30.226446,-85.898962,38333-500-000,FALSE,,
38333-527-000,17351 FRONT BEACH RD E703 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E703,8,1400,2,2,,30.226396,-85.898849,38333-500-000,FALSE,,
38333-528-000,17351 FRONT BEACH RD E704 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E704,8,1400,2,2,,30.226347,-85.898736,38333-500-000,FALSE,,
38333-529-000,17351 FRONT BEACH RD E801 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E801,9,1400,2,2,,30.226298,-85.898623,38333-500-000,FALSE,,
38333-530-000,17351 FRONT BEACH RD E802 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E802,9,1400,2,2,,30.226248,-85.898509,38333-500-000,FALSE,,
38333-531-000,17351 FRONT BEACH RD E803 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E803,9,1400,2,2,,30.226199,-85.898396,38333-500-000,FALSE,,
38333-532-000,17351 FRONT BEACH RD E804 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E804,9,1400,2,2,,30.226149,-85.898283,38333-500-000,FALSE,,
38333-533-000,17351 FRONT BEACH RD W101 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W101,2,1400,2,2,,30.226643,-85.89899,38333-500-000,FALSE,,
38333-534-000,17351 FRONT BEACH RD W102 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W102,2,1400,2,2,,30.226593,-85.898877,38333-500-000,FALSE,,
38333-535-000,17351 FRONT BEACH RD W103 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W103,2,1400,2,2,,30.226544,-85.898764,38333-500-000,FALSE,,
38333-536-000,17351 FRONT BEACH RD W104 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W104,2,1400,2,2,,30.226494,-85.898651,38333-500-000,FALSE,,
38333-537-000,17351 FRONT BEACH RD W201 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W201,3,1400,2,2,,30.226445,-85.898537,38333-500-000,FALSE,,
38333-538-000,17351 FRONT BEACH RD W202 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W202,3,1400,2,2,,30.226396,-85.898424,38333-500-000,FALSE,,
38333-539-000,17351 FRONT BEACH RD W203 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W203,3,1400,2,2,,30.226346,-85.898311,38333-500-000,FALSE,,
38333-540-000,17351 FRONT BEACH RD W204 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W204,3,1400,2,2,,30.226297,-85.898198,38333-500-000,FALSE,,
38333-541-000,17351 FRONT BEACH RD W301 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W301,4,1400,2,2,,30.226594,-85.899018,38333-500-000,FALSE,,
38333-542-000,17351 FRONT BEACH RD W302 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W302,4,1400,2,2,,30.226544,-85.898905,38333-500-000,FALSE,,
38333-543-000,17351 FRONT BEACH RD W303 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W303,4,1400,2,2,,30.226495,-85.898792,38333-500-000,FALSE,,
38333-544-000,17351 FRONT BEACH RD W304 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W304,4,1400,2,2,,30.226445,-85.898679,38333-500-000,FALSE,,
38333-545-000,17351 FRONT BEACH RD W401 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W401,5,1400,2,2,,30.226396,-85.898566,38333-500-000,FALSE,,
38333-546-000,17351 FRONT BEACH RD W402 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W402,5,1400,2,2,,30.226346,-85.898453,38333-500-000,FALSE,,
38333-547-000,17351 FRONT BEACH RD W403 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W403,5,1400,2,2,,30.226297,-85.898339,38333-500-000,FALSE,,
38333-548-000,17351 FRONT BEACH RD W404 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W404,5,1400,2,2,,30.226248,-85.898226,38333-500-000,FALSE,,
38333-549-000,17351 FRONT BEACH RD W501 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W501,6,1400,2,2,['17-1111'],30.226544,-85.899047,38333-500-000,FALSE,,
38333-550-000,17351 FRONT BEACH RD W502 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W502,6,1400,2,2,,30.226495,-85.898934,38333-500-000,FALSE,,
38333-551-000,17351 FRONT BEACH RD W503 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W503,6,1400,2,2,,30.226445,-85.898821,38333-500-000,FALSE,,
38333-552-000,17351 FRONT BEACH RD W504 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W504,6,1400,2,2,,30.226396,-85.898707,38333-500-000,FALSE,,
38333-553-000,17351 FRONT BEACH RD W601 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W601,7,1400,2,2,,30.226347,-85.898594,38333-500-000,FALSE,,
38333-554-000,17351 FRONT BEACH RD W602 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W602,7,1400,2,2,,30.226297,-85.898481,38333-500-000,FALSE,,
38333-555-000,17351 FRONT BEACH RD W603 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W603,7,1400,2,2,,30.226248,-85.898368,38333-500-000,FALSE,,
38333-556-000,17351 FRONT BEACH RD W604 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W604,7,1400,2,2,,30.226198,-85.898255,38333-500-000,FALSE,,
38333-557-000,17351 FRONT BEACH RD W701 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W701,8,1400,2,2,,30.226495,-85.899075,38333-500-000,FALSE,,
38333-558-000,17351 FRONT BEACH RD W702 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W702,8,1400,2,2,,30.226446,-85.898962,38333-500-000,FALSE,,
38333-559-000,17351 FRONT BEACH RD W703 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W703,8,1400,2,2,,30.226396,-85.898849,38333-500-000,FALSE,,
38333-560-000,17351 FRONT BEACH RD W704 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W704,8,1400,2,2,,30.226347,-85.898736,38333-500-000,FALSE,,
38333-561-000,17351 FRONT BEACH RD W801 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W801,9,1400,2,2,,30.226298,-85.898623,38333-500-000,FALSE,,
38333-562-000,17351 FRONT BEACH RD W802 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W802,9,1400,2,2,,30.226248,-85.898509,38333-500-000,FALSE,,
38333-563-000,17351 FRONT BEACH RD W803 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W803,9,1400,2,2,,30.226199,-85.898396,38333-500-000,FALSE,,
38333-564-000,17351 FRONT BEACH RD W804 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,W804,9,1400,2,2,,30.226149,-85.898283,38333-500-000,FALSE,,
33320-101-000,17155 FRONT BEACH RD E201 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,E201,2,1405,3,2,,30.223078,-85.891715,33320-100-000,FALSE,,
33320-102-000,17155 FRONT BEACH RD E202 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,202,2,1200,2,2,,30.223051,-85.89166,33320-100-000,FALSE,,
33320-103-000,17155 FRONT BEACH RD E203 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,203,2,1200,2,2,,30.223025,-85.891605,33320-100-000,FALSE,,
33320-104-000,17155 FRONT BEACH RD E204 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,204,2,1200,2,2,,30.222998,-85.891549,33320-100-000,FALSE,,
33320-105-000,17155 FRONT BEACH RD E205 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,205,2,1200,2,2,,30.222971,-85.891494,33320-100-000,FALSE,,
33320-106-000,17155 FRONT BEACH RD E206 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,206,2,1405,3,2,,30.222944,-85.891439,33320-100-000,FALSE,,
33320-107-000,17155 FRONT BEACH RD E301 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,301,3,1405,3,2,,30.222917,-85.891383,33320-100-000,FALSE,,
33320-108-000,17155 FRONT BEACH RD E302 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,302,3,1200,2,2,,30.223054,-85.89173,33320-100-000,FALSE,,
33320-109-000,17155 FRONT BEACH RD E303 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,303,3,1200,2,2,,30.223027,-85.891675,33320-100-000,FALSE,,
33320-110-000,17155 FRONT BEACH RD E304 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,304,3,1200,2,2,,30.223001,-85.89162,33320-100-000,FALSE,,
33320-111-000,17155 FRONT BEACH RD E305 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,305,3,1200,2,2,,30.222974,-85.891565,33320-100-000,FALSE,,
33320-112-000,17155 FRONT BEACH RD E306 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,306,3,1405,3,2,,30.222947,-85.891509,33320-100-000,FALSE,,
33320-113-000,17155 FRONT BEACH RD E401 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,401,4,1405,3,2,,30.22292,-85.891454,33320-100-000,FALSE,,
33320-114-000,17155 FRONT BEACH RD E402 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,402,4,1200,2,2,,30.222893,-85.891399,33320-100-000,FALSE,,
33320-115-000,17155 FRONT BEACH RD E403 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,403,4,1200,2,2,,30.22303,-85.891746,33320-100-000,FALSE,,
33320-116-000,17155 FRONT BEACH RD E404 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,404,4,1200,2,2,,30.223003,-85.891691,33320-100-000,FALSE,,
33320-117-000,17155 FRONT BEACH RD E405 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,405,4,1200,2,2,,30.222977,-85.891635,33320-100-000,FALSE,,
33320-118-000,17155 FRONT BEACH RD E406 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,406,4,1405,3,2,,30.22295,-85.89158,33320-100-000,FALSE,,
33320-119-000,17155 FRONT BEACH RD E501 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,501,5,1405,3,2,,30.222923,-85.891525,33320-100-000,FALSE,,
33320-120-000,17155 FRONT BEACH RD E502 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,502,5,1200,2,2,,30.222896,-85.89147,33320-100-000,FALSE,,
33320-121-000,17155 FRONT BEACH RD E503 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,503,5,1200,2,2,,30.222869,-85.891414,33320-100-000,FALSE,,
33320-122-000,17155 FRONT BEACH RD E504 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,504,5,1200,2,2,,30.223006,-85.891761,33320-100-000,FALSE,,
33320-123-000,17155 FRONT BEACH RD E505 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,505,5,1200,2,2,,30.222979,-85.891706,33320-100-000,FALSE,,
33320-124-000,17155 FRONT BEACH RD E506 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,506,5,1405,3,2,,30.222953,-85.891651,33320-100-000,FALSE,,
33320-125-000,17155 FRONT BEACH RD E601 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,606,6,1405,3,2,,30.223287,-85.892364,33320-100-000,FALSE,,
33320-126-000,17155 FRONT BEACH RD E602 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,602,6,1200,2,2,,30.222899,-85.89154,33320-100-000,FALSE,,
33320-127-000,17155 FRONT BEACH RD E603 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,603,6,1200,1,2,,30.222872,-85.891485,33320-100-000,FALSE,,
33320-128-000,17155 FRONT BEACH RD E604 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,604,6,1200,2,2,,30.222845,-85.89143,33320-100-000,FALSE,,
33320-129-000,17155 FRONT BEACH RD E605 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,605,6,1200,2,2,,30.222982,-85.891777,33320-100-000,FALSE,,
33320-130-000,17155 FRONT BEACH RD E606 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,606,6,1405,3,2,,30.222955,-85.891721,33320-100-000,FALSE,,
33320-131-000,17155 FRONT BEACH RD E701 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,701,7,1405,3,2,,30.222929,-85.891666,33320-100-000,FALSE,,
33320-132-000,17155 FRONT BEACH RD E702 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,702,7,1200,2,2,,30.222902,-85.891611,33320-100-000,FALSE,,
33320-133-000,17155 FRONT BEACH RD E703 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,703,7,1200,2,2,,30.222875,-85.891556,33320-100-000,FALSE,,
33320-134-000,17155 FRONT BEACH RD E704 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,704,7,1200,2,2,,30.222848,-85.8915,33320-100-000,FALSE,,
33320-135-000,17155 FRONT BEACH RD E705 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,705,7,1200,2,2,,30.222821,-85.891445,33320-100-000,FALSE,,
33320-136-000,17155 FRONT BEACH RD E706 PANAMA CITY BEACH 32413,CONDOMINIU (000400),,,1985,,,,,,,706E,7,1405,3,2,,30.22326,-85.891814,33320-100-000,FALSE,,
