BLDGID4,REGION4,CENDIV4,SQFTC4,PBA4,HTCNTL4,HTTHRM4,RDHTNF4,BOILER4,FURNAC4,SLFCON4,PKGHT4,HTPMPH4,DUCTHT4,REHEAT4,FNCLHT4,BBDRAD4,OTHTEQ4,OTHTQ14,CLCNTL4,CLTHRM4,RDCLNF4,CHILLR4,ACWNWL4,PKGCL4,HTPMPC4,DUCTCL4,FNCLCL4,OTCLEQ4,OTCLQ14,CHLYRC4,PKCYRC4,CFRIG4,CFRZR4,RFRIG4,RFRZR4,ICE4,SODA4,WTRCL4,OTREF4,OTREF14,PORVAC4,VAC3MP4,MONUSE4,YRCONC4,WLCNS4,RFCNS4,COMPRM4,GENER4,COGEN4,GRID4,PURPA4,FACIL4,PLANT4,BLDPLT4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,FACACT4,FACTSRC4
2672,3,7,2,4,2,,2,2,1,2,2,2,2,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,1,2,2,2,2,2,2,2,,1,100,4,4,5,3,2,2,,,,2,,,1472.34,10,1,1,1,2,2,2,,
2673,3,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,2,4,4,2,2,,,,2,,,459.35,8,2,2,2,2,2,2,,
2674,3,6,3,3,1,1,1,2,2,1,2,1,1,2,2,2,2,,1,1,1,2,1,2,1,1,2,2,,,,2,2,2,2,2,1,1,2,,2,0,12,9,4,5,2,2,,,,1,2,,597.74,10,1,1,1,2,2,2,5,3
2675,3,7,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,1,1,2,2,2,2,,2,0,12,4,3,3,2,2,,,,2,,,1597.65,8,2,1,1,2,2,2,,
2676,4,9,3,3,2,,2,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,4,1,1,2,2,1,1,2,2,,2,0,12,7,4,3,2,2,,,,2,,,1509.24,15,1,1,1,2,2,2,,
2677,3,5,6,1,2,,1,2,2,1,2,1,1,2,2,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,2,2,2,2,1,2,,1,100,6,4,4,4,1,2,,,,2,,,259.98,16,1,1,1,2,2,2,,
2678,1,2,3,4,2,,1,1,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,,2,0,12,5,4,3,2,2,,,,2,,,250.94,13,1,1,1,2,2,2,,
2679,4,8,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,1,2,,103.28,2,1,1,2,2,2,2,7,3
2680,1,1,8,13,1,2,1,1,1,2,1,2,1,1,2,1,2,,2,,1,2,1,1,2,1,2,2,,,4,1,1,1,2,1,1,1,2,,2,0,12,4,4,4,1,2,,,,2,,,306.28,3,1,1,1,1,2,2,,
2681,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,6,4,2,2,2,,,,2,,,2039.07,11,2,2,2,2,2,2,,
2682,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,3,5,3,2,2,,,,1,2,,23.86,1,1,2,2,2,2,2,14,3
2683,4,9,2,17,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,1,2,2,2,,2,0,12,5,5,3,2,2,,,,1,1,2,1509.24,12,1,1,2,1,2,2,9,1
2684,3,5,4,3,1,1,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,5,2,2,2,2,2,1,1,2,,1,67,4,3,4,6,2,2,,,,2,,,2124.65,2,2,1,2,1,2,2,,
2685,4,9,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,3,2,2,1,2,2,2,1,2,,1,50,12,3,4,4,2,2,,,,2,,,1509.24,2,2,1,1,2,2,2,,
2686,4,9,4,2,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,6,4,2,2,2,,,,2,,,1735.25,15,1,1,2,2,2,2,,
2687,3,5,4,13,2,,1,2,2,2,1,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,5,2,2,2,2,2,2,1,2,,2,0,3,9,4,3,2,2,,,,1,2,,24.74,6,1,1,2,2,2,2,1,3
2688,3,5,3,20,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,2,,,3,2,2,1,1,1,1,1,2,,1,60,12,5,4,4,2,2,,,,1,1,2,316.94,6,2,1,2,2,2,2,17,2
2689,3,7,2,13,1,1,1,1,2,2,2,2,1,2,2,1,2,,1,1,1,1,2,2,2,1,1,2,,1,,2,2,2,2,2,2,2,2,,1,100,9,4,4,4,2,2,,,,1,2,,320.86,15,2,1,2,2,2,2,2,3
2690,2,4,5,4,2,,1,2,1,1,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,3,1,1,2,2,1,1,2,2,,2,0,12,6,4,4,2,2,,,,2,,,487.36,17,1,1,1,2,2,2,,
2691,3,7,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,,1,2,1,2,2,1,2,1,2,2,,,2,2,2,1,2,2,2,1,2,,2,0,12,5,4,4,2,2,,,,2,,,1597.65,10,1,1,1,2,2,2,,
2692,3,6,2,14,1,1,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,1,1,1,2,1,2,1,2,,2,0,12,6,4,5,2,2,,,,1,2,,7.57,3,2,1,1,2,2,2,2,3
2693,3,6,2,4,2,,1,2,2,2,2,1,2,2,2,2,2,,2,,1,2,2,2,1,2,2,2,,,,2,2,2,2,2,2,1,2,,2,0,12,3,5,3,2,2,,,,1,2,,2170.72,11,2,1,2,2,2,2,13,3
2694,2,4,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,5,2,2,1,2,2,1,1,2,,2,0,12,5,4,2,2,2,,,,2,,,2082.26,15,1,1,1,2,2,2,,
2695,4,9,2,13,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,4,5,4,2,2,,,,1,2,,1382.22,8,2,1,1,2,2,2,3,3
2696,4,9,4,12,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,2,1,2,,2,0,12,6,3,3,2,2,,,,1,2,,323.85,19,2,1,2,2,2,2,12,3
2697,4,8,4,12,1,1,2,2,2,1,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,5,6,6,2,2,,,,2,,,502.74,7,2,1,2,2,2,2,,
2698,2,3,9,15,1,1,2,2,2,2,2,2,1,1,1,1,2,,1,1,2,1,1,1,2,1,1,2,,4,4,1,1,1,1,1,1,1,2,,1,5,12,8,4,2,2,2,,,,1,1,2,5.03,5,1,1,2,1,1,2,1,1
2699,3,7,2,13,1,1,2,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,3,5,5,3,2,2,,,,1,1,2,320.87,3,2,1,1,2,2,2,3,1
2700,1,2,5,3,1,1,7,1,2,2,1,1,2,1,2,1,2,,1,1,7,1,2,1,1,2,2,2,,4,3,1,1,1,1,1,1,1,2,,2,0,12,4,4,3,2,2,,,,1,2,,597.34,15,2,1,1,2,2,2,5,3
2701,2,3,2,17,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,5,4,3,2,2,,,,2,,,1893.87,8,2,1,1,2,2,2,,
2702,1,2,5,12,2,,2,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,1,20,12,5,4,4,2,2,,,,1,2,,2039.07,13,1,1,1,2,2,2,7,3
2703,2,4,4,11,1,1,1,2,2,2,2,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,,,,1,1,2,2,2,2,1,2,,2,0,12,8,6,6,1,2,,,,2,,,584.61,18,1,1,2,2,2,2,,
2704,3,7,5,4,1,1,2,1,1,2,2,2,1,2,2,2,2,,1,1,2,1,1,1,2,1,2,2,,1,3,1,1,1,2,1,1,1,2,,2,0,12,3,4,2,1,2,,,,1,2,,498.98,3,2,1,1,2,2,2,11,3
2705,2,4,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,2,4,4,2,2,,,,2,,,584.61,12,2,2,2,2,2,2,,
2706,1,1,5,5,2,,1,1,2,2,2,2,1,2,2,1,2,,2,,1,1,2,1,2,1,1,2,,5,5,1,1,2,2,1,2,2,2,,2,0,12,3,4,1,2,2,,,,1,2,,476.91,17,1,1,1,2,2,2,11,3
2707,3,5,7,13,1,1,1,1,1,2,1,2,1,1,1,2,2,,1,1,1,2,1,1,2,1,2,2,,,5,1,1,1,2,1,1,1,1,95,1,90,12,4,4,4,2,2,,,,2,,,320.86,4,1,1,1,2,2,2,,
2708,1,2,8,12,2,,1,2,1,1,2,2,2,2,2,2,2,,1,1,1,2,1,1,2,2,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,4,6,4,2,2,,,,2,,,9.84,16,2,1,1,2,2,2,,
2709,2,4,5,3,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,1,1,2,2,1,2,2,2,,1,10,12,8,4,6,2,2,,,,2,,,306.28,17,2,1,2,2,2,2,,
2710,2,4,6,4,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,1,1,2,2,1,1,1,2,,2,0,12,8,6,5,2,2,,,,1,2,,157.88,17,2,1,1,2,2,2,18,3
2711,3,5,9,2,2,,1,2,2,1,2,2,1,1,1,2,2,,2,,1,1,2,1,2,1,1,2,,5,5,1,1,1,2,1,1,1,2,,2,0,12,9,3,4,1,2,,,,2,,,248.34,16,1,1,1,1,2,2,,
2712,3,7,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,1,1,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,1597.65,10,2,1,1,2,2,2,,
2713,4,9,5,12,1,1,1,2,1,1,1,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,2,2,1,1,2,,1,36,12,6,3,4,2,2,,,,2,,,163.32,1,1,1,1,2,2,2,,
2714,3,7,6,2,1,1,2,2,2,2,1,2,1,1,2,2,2,,1,1,1,1,2,1,2,1,1,2,,4,4,1,1,1,2,1,1,1,2,,2,0,12,8,1,4,1,2,,,,1,2,,10.39,2,2,1,2,2,2,2,4,3
2715,3,6,3,4,1,1,1,2,1,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,7,4,3,2,2,,,,2,,,498.98,3,2,1,1,2,2,2,,
2716,3,7,3,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,3,2,2,1,2,2,2,1,2,,1,15,12,5,4,5,2,2,,,,1,2,,18.77,20,1,1,1,2,2,2,6,3
2717,2,3,2,3,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,2,2,2,2,2,2,2,2,,2,0,12,7,4,4,2,2,,,,2,,,1904.68,2,2,1,1,2,2,2,,
2718,3,5,2,4,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,6,4,5,2,2,,,,2,,,2170.72,6,2,1,2,2,2,2,,
2719,3,5,3,2,1,1,1,1,1,1,2,2,1,2,2,1,2,,1,1,1,2,1,2,2,2,2,2,,,,1,2,1,2,2,1,1,2,,2,0,12,4,4,4,2,2,,,,2,,,597.74,4,2,1,1,2,2,2,,
2720,3,5,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,,1,2,1,2,2,1,2,1,2,2,,,1,2,2,1,2,2,2,2,2,,1,10,12,6,4,5,2,2,,,,1,2,,597.75,5,1,1,2,2,2,2,5,3
2721,1,2,8,13,2,,2,1,2,1,2,2,1,1,2,2,2,,1,2,1,1,1,1,2,1,2,2,,4,3,1,1,1,1,2,1,1,2,,2,0,12,6,4,3,1,2,,,,2,,,1.04,,0,1,1,1,2,2,,
2722,3,6,3,4,1,1,1,2,1,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,1,2,2,2,2,,2,0,12,8,5,3,2,2,,,,1,2,,2124.65,11,1,1,2,2,2,2,13,3
2723,4,9,5,2,1,1,1,2,2,2,1,1,1,2,2,2,2,,1,1,1,1,2,2,1,2,1,2,,4,,2,2,1,1,1,1,1,2,,1,35,12,8,1,4,2,2,,,,2,,,256.39,16,2,1,2,2,2,2,,
2724,1,2,5,3,2,,1,1,1,1,2,2,1,1,1,1,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,7,6,4,2,2,,,,1,2,,626.57,16,1,1,2,1,2,2,18,3
2725,2,3,4,3,2,,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,2,2,2,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,1904.68,12,2,1,1,2,2,2,,
2726,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,4,3,2,2,,,,1,2,,490.89,5,2,2,2,2,2,2,7,3
2727,2,3,2,13,1,1,1,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,,,,2,2,2,2,2,2,1,2,,2,0,10,8,5,3,2,2,,,,1,2,,9.19,19,2,1,2,2,2,2,3,3
2728,1,2,4,3,1,1,1,2,1,2,1,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,4,2,2,1,2,2,2,2,2,,2,0,12,4,3,4,2,2,,,,2,,,2039.07,18,1,1,1,2,2,2,,
2729,4,8,5,4,2,,1,1,1,1,2,2,1,2,2,2,2,,2,,1,2,1,1,2,2,2,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,4,4,3,2,2,,,,2,,,268.52,19,2,1,1,2,2,2,,
2730,3,5,6,19,,,,,,,,,,,,,,,2,,1,2,2,1,2,2,2,2,,,3,2,2,2,2,2,2,2,2,,2,0,12,6,3,7,2,2,,,,1,1,2,156.48,6,2,1,2,2,2,2,17,2
2731,1,2,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,,1,2,1,2,2,1,2,2,2,2,,,5,2,2,1,2,2,1,2,2,,2,0,12,4,4,7,2,2,,,,2,,,327.35,10,1,1,1,2,2,2,,
2732,1,2,2,14,1,1,7,2,2,2,1,2,1,2,2,2,2,,1,1,7,2,2,1,2,1,2,2,,,4,1,1,2,2,1,1,2,2,,2,0,12,8,4,4,2,2,,,,2,,,1468.67,20,1,1,1,2,2,2,,
2733,3,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,6,5,2,2,,,,2,,,2650.99,2,1,2,2,2,2,2,,
2734,3,5,2,3,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,3,4,4,2,2,,,,2,,,1472.34,6,1,1,1,2,2,2,,
2735,2,3,2,12,1,1,2,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,2,2,1,2,2,,,,1,1,2,2,2,2,2,2,,1,5,12,6,4,5,2,2,,,,1,2,,263.93,19,1,1,1,2,2,2,12,3
2736,2,3,2,5,2,,1,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,,2,0,12,3,3,4,2,2,,,,2,,,1508.84,9,1,1,1,2,2,2,,
2737,1,1,3,14,2,,1,1,1,2,1,1,1,1,2,1,2,,2,,1,2,1,1,1,1,2,2,,,4,1,1,2,2,1,2,2,2,,1,100,1,3,4,3,2,2,,,,2,,,1468.67,8,1,1,1,2,2,2,,
2738,3,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,6,6,3,2,2,,,,2,,,2650.99,11,2,1,2,2,2,2,,
2739,3,7,3,13,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,1,2,1,1,2,,2,0,12,8,4,4,2,2,,,,2,,,1472.34,13,1,1,2,2,2,2,,
2740,4,9,3,4,1,1,1,2,1,1,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,5,5,3,2,2,,,,2,,,502.74,7,1,1,2,2,2,2,,
2741,3,5,4,3,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,4,2,2,2,2,2,1,1,2,,2,0,12,3,4,4,2,2,,,,2,,,477.47,6,1,1,2,1,2,2,,
2742,3,7,3,4,1,2,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,1,100,9,6,6,5,2,2,,,,1,2,,1595.2,10,1,1,1,2,2,2,3,3
2743,3,5,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,,,,2,2,2,2,2,1,2,2,,2,0,12,7,4,7,2,2,,,,1,2,,498.98,4,1,1,2,2,2,2,12,3
2744,3,7,6,3,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,3,1,1,1,2,1,1,1,2,,2,0,12,6,4,4,2,2,,,,2,,,346.63,9,1,1,1,2,2,2,,
2745,2,3,5,2,1,1,2,2,1,2,1,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,4,7,3,4,2,2,,,,1,2,,21.19,8,1,1,1,2,2,2,4,3
2746,2,4,2,13,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,4,4,4,2,2,,,,2,,,1636.49,13,1,1,2,2,2,2,,
2747,2,4,5,4,1,1,1,1,2,1,2,1,1,1,2,1,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,2,2,2,1,1,2,,2,0,12,3,4,3,2,2,,,,1,2,,77.18,18,2,1,2,2,2,2,4,3
2748,2,3,7,13,1,1,1,2,2,1,2,2,1,2,1,1,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,1,10,12,4,4,4,2,2,,,,1,2,,10.05,5,1,1,2,2,1,2,2,3
2749,4,8,5,4,1,2,1,1,2,2,2,2,1,1,1,2,2,,2,,1,1,2,2,2,1,1,2,,3,,2,2,1,2,2,2,1,2,,2,0,12,6,4,3,2,2,,,,2,,,268.52,19,2,1,1,2,2,2,,
2750,2,3,2,3,1,1,1,2,1,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,3,4,4,2,2,,,,2,,,1904.68,13,2,1,1,2,2,2,,
2751,2,3,6,2,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,1,2,1,1,2,,1,2,12,8,4,6,2,2,,,,1,2,,10.74,3,2,1,1,2,2,2,4,3
2752,3,5,7,7,,,,,,,,,,,,,,,2,,1,2,2,2,2,1,1,1,95,,,1,1,2,2,1,1,1,2,,1,25,12,5,4,7,2,2,,,,1,2,,10.04,14,2,1,1,2,2,2,6,3
2753,1,2,6,2,2,,1,1,2,2,2,2,1,1,1,1,2,,2,,1,1,2,2,1,1,1,2,,4,,2,2,1,1,1,2,1,2,,1,15,12,7,4,6,1,2,,,,2,,,242.96,19,1,1,1,2,2,2,,
2754,3,5,2,3,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,2,,1,33,12,8,4,5,2,2,,,,2,,,1895.05,5,2,1,2,2,2,2,,
2755,2,3,2,4,1,1,1,1,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,2,0,12,3,4,5,2,2,,,,2,,,1991.37,9,2,1,1,2,2,2,,
2756,3,5,10,15,1,1,7,1,2,2,1,1,1,1,1,1,2,,1,1,7,1,2,1,1,1,1,2,,3,3,1,1,1,1,1,1,1,2,,1,5,12,7,1,8,1,2,,,,1,1,1,10.04,4,1,1,1,1,2,2,6,1
2757,2,3,4,14,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,2,1,1,2,2,1,2,1,2,,2,0,12,4,5,4,2,2,,,,2,,,584.61,3,1,1,1,2,2,2,,
2758,3,5,4,2,2,,2,2,2,2,1,2,1,2,2,2,2,,1,1,2,1,2,2,2,1,2,2,,2,,2,2,1,2,2,1,1,2,,2,0,12,5,4,4,2,2,,,,1,1,2,1597.65,4,1,1,2,2,3,2,7,1
2759,2,3,7,15,1,1,7,1,2,1,1,2,1,1,1,1,2,,1,1,7,1,2,2,2,1,1,2,,5,,1,1,1,1,1,1,1,1,3,1,20,12,5,4,4,1,2,,,,1,1,2,10.04,19,1,1,2,1,1,2,6,1
2760,3,7,4,5,1,2,1,2,1,1,2,2,1,2,2,2,2,,1,2,1,2,2,1,2,1,2,2,,,2,1,1,2,2,2,1,2,2,,2,0,12,1,4,4,2,2,,,,2,,,462.86,20,2,1,1,2,2,2,,
2761,4,8,9,2,2,,1,1,2,2,2,2,1,2,1,2,2,,2,,1,1,2,2,2,1,1,2,,4,,1,1,2,2,2,2,1,2,,2,0,12,6,1,6,1,2,,,,2,,,20.41,20,1,1,1,2,2,2,,
2762,2,3,4,5,2,,7,2,1,2,1,2,1,2,2,2,2,,2,,7,2,2,1,2,1,2,2,,,4,1,1,1,1,2,2,2,2,,2,0,12,5,3,3,2,2,,,,2,,,1508.84,2,1,1,1,2,2,2,,
2763,3,5,5,3,2,,2,2,2,2,2,1,2,2,2,2,2,,2,,2,2,2,1,2,2,2,2,,,5,1,1,2,2,1,2,1,2,,2,0,12,9,1,5,1,2,,,,1,2,,5.05,4,1,1,1,2,2,2,5,3
2764,3,5,8,13,2,,1,1,2,2,2,2,1,1,1,1,2,,2,,1,1,1,2,2,1,1,2,,2,,1,1,1,1,1,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,20.14,8,1,1,1,1,2,2,,
2765,4,9,4,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,3,2,2,1,2,2,1,1,2,,2,0,12,4,4,3,2,2,,,,2,,,2004.53,2,1,1,1,2,2,2,,
2766,1,2,7,4,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,1,2,1,1,1,1,2,2,,,1,1,2,1,2,2,2,1,2,,1,100,12,3,4,4,2,2,,,,2,,,20.83,5,2,1,1,2,2,2,,
2767,4,9,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,10,12,6,4,5,2,2,,,,1,2,,1654.84,7,2,1,2,2,2,2,12,3
2768,3,7,2,13,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,1,2,,2,0,12,5,4,3,2,2,,,,2,,,1472.34,13,1,1,1,2,2,2,,
2769,2,3,5,16,1,1,7,1,1,1,1,2,1,1,1,1,2,,1,1,7,2,1,1,2,1,2,2,,,4,1,1,1,2,1,1,1,2,,2,0,12,8,4,6,1,2,,,,2,,,324.11,17,1,1,1,2,2,2,,
2770,3,7,10,3,1,1,2,2,2,2,1,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,5,1,1,1,1,1,1,1,2,,1,10,12,6,4,4,2,2,,,,2,,,5.74,4,2,1,1,2,2,2,,
2771,4,9,4,12,1,1,2,2,2,2,1,2,2,2,2,2,2,,1,1,2,2,2,1,2,2,2,2,,,3,2,2,2,2,2,2,2,2,,2,0,12,6,3,4,2,2,,,,1,2,,268.53,1,1,1,1,2,2,2,12,3
2772,2,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,8,5,5,2,2,,,,1,2,,1636.1,19,2,1,2,2,2,2,12,3
2773,4,9,3,2,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,1,2,1,1,2,,2,0,12,7,4,3,1,2,,,,1,2,,492.68,15,1,1,1,2,2,2,4,3
2774,4,9,5,12,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,2,2,2,2,2,2,2,1,2,,2,0,12,5,4,3,2,2,,,,2,,,268.52,2,2,1,2,2,2,2,,
2775,3,7,4,2,1,1,1,2,2,1,1,2,1,1,1,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,2,2,2,1,1,2,,2,0,12,3,4,4,2,2,,,,2,,,1595.2,9,2,1,1,2,2,2,,
2776,4,9,3,3,2,,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,2,0,12,5,4,4,2,2,,,,1,2,,2004.53,14,2,1,1,2,2,2,12,3
2777,4,9,8,2,2,,1,1,2,1,1,1,1,1,1,2,2,,2,,1,1,2,1,2,1,1,2,,3,3,1,1,1,2,1,1,1,2,,1,2,12,6,1,4,1,2,,,,2,,,229.73,13,2,1,1,1,2,2,,
2778,4,9,5,17,2,,2,1,1,2,2,1,1,1,2,1,2,,,,,,,,,,,,,,,2,2,1,2,1,1,1,2,,2,0,12,4,3,4,2,2,,,,1,1,2,1.18,,0,1,1,2,1,2,1,1
2779,3,7,10,3,1,1,1,1,2,2,2,2,1,2,1,2,2,,1,1,1,1,2,2,2,1,1,2,,4,,1,1,1,1,1,1,1,2,,1,30,12,5,4,4,2,2,,,,1,1,1,5.74,6,2,1,1,2,2,2,5,1
2780,3,5,5,2,2,,2,2,1,2,2,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,2,1,2,1,2,2,1,1,2,,2,0,12,4,4,4,1,2,,,,2,,,470.24,4,2,1,1,2,2,2,,
2781,3,5,6,3,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,1,2,2,2,,,5,1,1,1,2,1,1,1,2,,2,0,12,6,5,4,2,2,,,,2,,,346.63,6,1,1,2,2,2,2,,
2782,2,3,4,13,2,,2,1,2,2,1,2,1,1,2,1,2,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,,2,0,12,3,4,4,2,2,,,,2,,,509.17,9,1,1,1,2,2,2,,
2783,3,5,5,13,1,2,1,2,2,1,2,2,1,1,1,2,2,,1,2,1,1,2,2,2,1,1,2,,2,,2,2,1,2,2,1,1,2,,2,0,12,2,4,2,2,2,,,,1,1,2,2.56,16,1,1,2,2,1,2,1,2
2784,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,4,4,2,2,,,,2,,,1638.2,14,2,2,2,2,2,2,,
