BLDGID4,REGION4,CENDIV4,SQFTC4,PBA4,HTCNTL4,HTTHRM4,RDHTNF4,BOILER4,FURNAC4,SLFCON4,PKGHT4,HTPMPH4,DUCTHT4,REHEAT4,FNCLHT4,BBDRAD4,OTHTEQ4,OTHTQ14,CLCNTL4,CLTHRM4,RDCLNF4,CHILLR4,ACWNWL4,PKGCL4,HTPMPC4,DUCTCL4,FNCLCL4,OTCLEQ4,OTCLQ14,CHLYRC4,PKCYRC4,CFRIG4,CFRZR4,RFRIG4,RFRZR4,ICE4,SODA4,WTRCL4,OTREF4,OTREF14,PORVAC4,VAC3MP4,MONUSE4,YRCONC4,WLCNS4,RFCNS4,COMPRM4,GENER4,COGEN4,GRID4,PURPA4,FACIL4,PLANT4,BLDPLT4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,FACACT4,FACTSRC4
115,3,6,2,3,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,1,1,2,,2,0,12,5,4,4,2,2,,,,1,2,,1597.65,1,2,1,1,2,2,2,14,3
116,2,3,5,13,2,,1,1,2,1,2,2,1,2,2,1,2,,2,,1,1,2,2,2,1,2,2,,3,,2,2,1,1,2,1,1,2,,2,0,12,6,4,4,2,2,,,,2,,,324.11,17,1,1,1,2,2,2,,
117,3,5,5,13,1,1,1,1,2,2,2,2,2,2,1,2,2,,2,,2,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,2,4,6,2,2,,,,1,2,,320.86,4,2,1,1,2,2,2,3,3
118,3,7,5,3,2,,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,7,6,5,2,2,,,,2,,,235.53,11,1,1,2,2,2,2,,
119,1,2,2,5,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,2,2,1,2,2,,,,1,1,2,2,2,2,2,2,,2,0,12,6,4,3,2,2,,,,2,,,1468.67,5,2,1,2,2,2,2,,
120,1,1,7,12,1,1,2,1,2,2,2,2,2,2,1,1,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,1,2,,1,15,12,2,4,6,1,2,,,,2,,,157.78,3,2,1,1,1,2,2,,
121,1,2,10,3,1,1,1,2,2,1,1,2,1,1,1,2,2,,1,1,1,2,1,2,2,2,1,2,,,,2,2,2,2,2,1,1,2,,2,0,12,5,3,7,2,2,,,,2,,,20.83,1,1,1,1,2,1,2,,
122,2,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,2,0,12,5,5,5,2,2,,,,2,,,1991.37,12,2,1,2,2,2,2,,
123,1,1,5,17,1,1,1,1,2,1,2,2,1,1,2,2,2,,1,1,1,1,1,2,2,1,2,2,,4,,1,1,1,2,1,1,2,2,,2,0,12,8,4,3,2,2,,,,2,,,319.01,12,2,1,2,2,2,2,,
124,3,6,4,2,2,,1,2,1,2,1,1,2,2,2,2,2,,2,,2,2,2,1,1,1,2,2,,,3,2,2,1,2,2,2,1,2,,2,0,12,6,4,7,1,2,,,,2,,,470.24,3,2,1,2,2,2,2,,
125,3,7,3,10,2,,7,2,2,2,2,2,1,2,2,2,1,95,1,2,7,2,2,1,2,1,2,2,,,5,2,2,1,2,1,1,1,2,,1,100,8,9,4,4,1,2,,,,1,2,,1472.34,13,1,1,1,2,1,2,7,3
126,1,1,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,1,2,2,,2,0,12,2,4,3,2,2,,,,2,,,2039.07,2,1,1,1,1,2,2,,
127,3,5,9,15,,,,,,,,,,,,,,,2,,1,1,2,2,2,1,1,2,,3,,1,1,1,1,1,1,1,2,,2,0,12,6,4,7,1,2,,,,1,2,,10.04,14,2,1,1,1,2,2,6,3
128,3,6,9,15,1,1,7,2,2,2,2,2,1,1,1,2,2,,1,1,7,2,2,1,1,1,1,2,,,4,1,1,1,2,1,1,1,2,,2,0,12,7,3,4,1,2,,,,1,1,2,10.04,10,2,1,1,1,1,2,6,1
129,3,6,2,3,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,5,4,3,2,2,,,,2,,,2650.99,11,1,1,2,2,2,2,,
130,4,9,3,6,1,1,2,1,1,1,2,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,6,4,2,2,2,,,,2,,,1654.84,13,1,1,1,2,2,2,,
131,2,4,2,4,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,1,2,2,2,1,2,2,,4,,2,2,1,2,2,2,1,2,,2,0,12,3,6,3,2,2,,,,2,,,1991.37,18,1,1,2,2,2,2,,
132,3,6,7,12,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,1,1,2,,2,0,12,6,4,4,2,1,2,,1,2,,,6.23,10,2,1,1,2,2,2,,
133,4,8,3,12,1,2,1,2,2,2,2,1,1,2,2,2,2,,1,2,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,8,4,4,2,2,,,,2,,,502.74,3,2,1,2,2,2,2,,
134,3,7,2,4,2,,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,4,1,2,1,1,1,2,2,2,,2,0,12,6,6,5,2,2,,,,2,,,652.28,9,2,1,1,2,2,2,,
135,4,9,5,13,2,,1,2,2,1,2,2,1,1,1,2,2,,2,,1,2,2,1,2,1,1,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,5,4,4,1,2,,,,1,1,2,20,17,2,1,1,2,2,1,1,2
136,2,3,6,3,2,,1,2,1,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,1,1,2,,1,100,5,9,4,6,2,2,,,,1,2,,248.34,19,2,1,1,2,2,2,5,3
137,4,9,3,3,1,1,2,2,1,2,2,2,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,3,5,3,1,2,,,,2,,,1735.25,7,1,1,1,2,2,2,,
138,2,4,6,12,1,2,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,1,6,4,3,4,4,2,2,,,,2,,,513.05,13,1,1,2,2,2,2,,
139,3,7,3,3,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,2,2,1,1,1,1,2,2,,1,100,8,2,7,3,2,2,,,,2,,,652.28,20,2,1,3,2,2,2,,
140,2,3,5,4,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,4,4,2,2,2,,,,2,,,263.93,7,2,1,1,2,2,2,,
141,3,6,4,10,1,1,2,2,2,1,2,2,1,1,2,2,2,,1,1,2,2,1,1,2,1,2,2,,,4,2,2,2,2,2,2,1,2,,2,0,12,7,3,6,2,2,,,,1,1,2,3185.53,10,2,1,2,2,1,2,7,1
142,2,3,2,3,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,4,5,1,2,2,,,,2,,,682.05,6,1,1,1,2,2,2,,
143,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,,1,1,2,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,4,4,4,2,2,,,,1,1,2,157.78,1,1,1,2,2,1,2,4,2
144,1,2,2,13,1,1,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,,2,0,12,2,5,3,2,2,,,,1,1,2,1468.67,1,1,1,2,1,3,2,2,1
145,3,7,7,17,2,,2,1,2,2,2,2,1,2,2,2,2,,2,,2,1,2,1,2,1,2,2,,1,1,2,2,1,2,1,1,2,2,,2,0,12,3,4,4,2,2,,,,2,,,496.13,4,1,1,1,2,2,2,,
146,1,2,4,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,1,2,,1,20,12,6,4,3,1,2,,,,2,,,20.83,10,1,1,1,2,2,2,,
147,4,9,6,2,2,,1,1,2,2,1,1,1,2,2,2,2,,2,,1,1,2,1,1,2,2,2,,2,3,2,2,1,2,1,1,1,2,,2,0,12,5,3,6,2,2,,,,2,,,10.27,1,1,1,1,2,2,2,,
148,4,9,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,2,2,2,2,2,,2,0,12,7,4,3,2,2,,,,2,,,492.68,20,2,1,1,2,2,2,,
149,2,3,3,12,2,,2,2,2,2,2,2,2,2,2,2,1,95,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,4,6,5,2,2,,,,2,,,603.64,8,2,1,2,2,2,2,,
150,3,5,9,17,1,1,1,2,2,1,1,2,2,2,2,2,2,,1,1,1,2,1,1,2,2,2,2,,,4,2,2,1,1,1,1,1,2,,2,0,12,8,4,4,1,2,,,,2,,,156.48,4,1,1,2,2,2,2,,
151,2,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,5,4,3,2,2,,,,2,,,1991.37,8,2,2,2,2,2,2,,
152,1,1,9,2,1,1,1,1,2,2,2,2,1,2,1,2,2,,1,1,2,1,1,2,2,1,1,2,,4,,1,1,1,2,1,1,1,2,,1,6,12,7,6,7,1,2,,,,2,,,20.83,13,1,1,1,1,2,2,,
153,3,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,8,6,5,2,2,,,,2,,,1597.65,10,1,2,2,2,2,2,,
154,4,9,4,4,1,1,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,,2,0,12,2,4,1,2,2,,,,2,,,502.74,10,2,1,1,2,1,2,,
155,2,3,3,17,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,2,2,,2,0,12,3,9,3,2,2,,,,2,,,509.17,19,2,1,1,2,2,2,,
156,2,3,6,14,2,,1,1,1,1,2,2,2,2,2,1,2,,2,,1,1,1,1,2,1,2,2,,3,3,1,1,1,1,1,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,487.36,5,2,1,1,2,2,2,,
157,2,3,2,3,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,1,1,2,2,2,2,,2,0,12,3,4,2,2,2,,,,2,,,584.61,6,1,1,1,2,2,2,,
158,1,2,6,13,2,,1,1,2,2,2,2,2,2,1,1,2,,1,1,1,2,1,2,2,2,2,2,,,,1,1,1,2,1,1,1,2,,1,80,10,4,1,6,1,2,,,,1,1,1,1.04,,0,1,1,1,2,2,2,2
159,4,9,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,2,5,3,2,2,,,,2,,,1509.24,16,1,1,1,2,2,2,,
160,1,2,7,2,2,,1,1,2,2,2,2,1,1,1,1,2,,2,,1,2,2,1,2,1,1,2,,,3,1,1,1,2,1,1,1,2,,2,0,12,5,6,5,2,2,,,,1,1,2,20,1,2,1,1,2,2,2,6,1
161,3,5,4,2,2,,1,1,2,2,1,2,1,2,2,1,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,1,1,2,,2,0,12,6,4,4,2,2,,,,1,1,2,5.74,20,2,1,1,1,2,2,7,1
162,4,8,2,3,1,2,1,2,1,1,1,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,7,5,5,2,2,,,,2,,,2806.34,2,2,1,1,2,2,2,,
163,3,7,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,7,4,3,1,2,,,,1,2,,1859.44,10,1,1,2,2,2,2,4,3
164,3,5,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,1,100,3,3,4,5,2,2,,,,2,,,208.64,6,2,1,2,2,2,2,,
165,3,6,7,12,1,1,7,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,2,0,12,7,5,5,2,2,,,,2,,,120.48,10,2,1,1,2,2,2,,
166,4,9,7,3,2,,1,2,1,1,1,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,1,2,2,1,2,2,1,1,2,,2,0,12,4,3,4,2,2,,,,2,,,163.32,13,1,1,1,2,2,2,,
167,1,1,7,13,1,1,1,1,2,2,2,2,1,1,1,1,2,,1,1,1,2,1,2,2,2,2,2,,,,1,1,1,2,1,1,1,2,,2,0,12,4,9,4,2,2,,,,2,,,8.39,12,2,1,2,1,2,2,,
168,3,6,2,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,1,2,2,,2,0,12,6,4,4,2,2,,,,1,2,,1616.48,3,2,1,1,2,2,2,16,3
169,4,9,3,2,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,,,,1,1,1,2,2,1,1,2,,2,0,12,8,4,5,2,2,,,,2,,,1735.25,7,2,1,2,2,2,2,,
170,2,3,3,3,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,1,2,2,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,2,,,1636.49,14,2,1,1,2,2,2,,
171,3,7,5,12,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,4,2,2,1,1,2,1,1,2,,2,0,12,8,3,5,2,2,,,,2,,,235.53,8,2,1,1,2,2,2,,
172,1,1,4,4,1,1,1,1,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,3,4,3,2,2,,,,2,,,490.89,11,1,1,1,1,2,2,,
173,3,5,6,12,2,,2,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,1,40,12,8,6,5,2,2,,,,2,,,1595.2,15,2,1,2,2,2,2,,
174,3,7,7,6,1,1,2,2,2,2,2,1,1,1,1,2,2,,1,1,2,2,1,2,1,1,1,2,,,,1,1,2,2,1,1,1,2,,2,0,12,5,3,4,1,2,,,,1,1,2,347.16,3,1,1,1,2,2,1,4,1
175,3,7,8,2,1,2,1,1,2,2,2,2,1,2,1,2,2,,1,2,1,1,2,1,2,1,1,2,,1,3,1,1,1,2,1,1,1,2,,1,25,12,4,4,4,1,2,,,,2,,,22.3,3,1,1,1,2,2,2,,
176,2,3,3,1,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,1,1,1,1,1,1,2,2,,1,50,12,1,5,3,2,2,,,,2,,,682.05,6,2,1,1,2,2,2,,
177,4,9,9,15,2,,1,2,2,2,2,2,1,1,1,1,2,,2,,2,1,1,1,2,1,1,2,,2,2,1,1,1,1,1,1,1,2,,1,3,12,5,4,4,1,2,,,,1,1,1,10.04,3,1,1,1,1,3,2,1,2
178,3,7,3,4,1,1,1,2,1,1,2,2,2,2,1,2,2,,1,1,1,2,1,2,2,2,1,2,,,,1,1,2,2,1,2,1,2,,1,25,9,4,4,3,2,2,,,,1,1,2,496.13,13,1,1,1,2,2,2,3,2
179,1,2,10,2,1,1,2,2,2,2,2,2,1,1,1,2,2,,2,,2,2,2,1,2,1,1,2,,,4,1,1,1,2,1,1,1,2,,2,0,12,6,4,4,1,2,,,,1,1,2,2.56,1,2,1,2,2,1,2,4,2
180,1,1,2,4,2,,1,1,2,2,2,2,2,2,1,1,2,,2,,1,2,2,1,2,2,2,2,,,4,1,1,1,1,1,1,2,2,,2,0,12,3,5,4,2,2,,,,2,,,490.89,17,1,1,1,2,2,2,,
181,2,4,2,4,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,2,2,2,,2,0,12,6,5,3,2,2,,,,2,,,682.05,12,2,1,1,2,2,2,,
182,3,6,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,2,2,2,2,1,2,,2,0,12,3,4,3,2,2,,,,2,,,2124.65,11,1,1,2,2,2,2,,
183,3,5,3,12,2,,1,2,1,1,2,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,5,2,2,1,2,2,1,1,2,,2,0,12,4,4,3,2,2,,,,2,,,1895.05,20,1,1,1,2,2,2,,
184,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,4,4,2,2,,,,1,2,,652.28,6,2,2,2,2,2,2,7,3
185,3,5,8,2,,,,,,,,,,,,,,,2,,1,1,2,1,1,1,2,2,,4,4,2,2,1,2,1,1,1,2,,2,0,12,6,1,7,1,2,,,,2,,,22.3,4,2,1,2,1,2,2,,
186,3,5,3,3,,,,,,,,,,,,,,,2,,1,2,2,1,2,2,2,2,,,5,2,2,1,1,2,2,2,2,,2,0,12,3,4,3,2,2,,,,1,2,,597.74,6,1,1,2,2,2,2,5,3
187,3,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,5,3,2,2,,,,2,,,1595.2,10,1,2,2,2,2,2,,
188,4,9,4,4,1,1,7,2,2,1,2,2,2,2,1,1,2,,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,,2,0,12,3,1,12,2,2,,,,1,1,2,1654.84,7,2,1,2,2,1,2,4,1
189,1,2,3,3,1,1,2,1,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,1,10,12,6,5,4,2,2,,,,1,2,,1638.2,10,2,1,2,1,2,2,17,3
190,3,7,6,13,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,1,1,2,1,1,2,2,,2,0,12,6,4,4,1,2,,,,1,2,,408.36,20,2,1,1,2,2,2,2,3
191,2,3,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,5,1,1,1,1,2,2,2,2,,2,0,12,4,4,4,2,2,,,,2,,,1904.68,5,2,1,1,2,2,2,,
192,1,2,4,2,1,1,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,2,0,12,4,4,4,2,2,,,,2,,,1468.67,19,1,1,1,2,2,2,,
193,1,2,2,3,1,2,1,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,1,1,2,2,1,2,2,2,,2,0,12,6,5,5,2,2,,,,1,2,,2039.07,5,2,1,2,1,2,2,11,3
194,4,9,9,2,2,,1,1,2,1,2,1,1,1,2,2,2,,2,,1,1,2,1,1,1,1,2,,2,2,1,1,1,2,1,1,1,2,,1,5,12,5,6,4,1,2,,,,2,,,10.27,7,2,1,1,1,2,2,,
195,2,3,3,3,1,1,1,1,2,2,2,2,2,2,2,1,2,,1,2,1,2,1,1,2,1,2,2,,,3,2,2,1,1,2,2,1,2,,2,0,12,6,6,5,2,2,,,,2,,,1904.68,14,2,1,1,2,2,2,,
196,1,2,4,3,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,1,1,2,1,2,2,2,,2,0,12,6,5,5,2,2,,,,2,,,423.05,16,2,1,1,2,2,2,,
197,3,7,6,17,1,1,7,2,2,2,1,2,1,2,1,2,2,,1,1,7,1,2,2,2,1,1,2,,3,,2,2,1,2,1,1,1,2,,2,0,12,6,4,4,2,2,,,,1,1,2,306.28,3,2,1,2,2,1,2,1,1
198,3,5,8,2,2,,1,1,2,1,2,2,2,2,1,2,2,,2,,1,1,1,1,2,2,1,2,,3,3,1,1,1,2,1,1,1,1,95,2,0,12,5,14,6,1,2,,,,1,2,,20,15,1,1,1,1,2,2,4,3
199,1,2,2,19,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,2,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,6,6,5,2,2,,,,1,2,,1468.67,1,2,1,2,2,2,2,4,3
200,4,9,2,3,2,,1,2,2,2,2,1,1,2,2,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,1,5,3,2,2,,,,2,,,2004.53,10,2,1,2,2,2,2,,
201,4,8,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,8,4,3,2,2,,,,1,2,,2316.77,13,2,2,2,2,2,2,12,3
202,3,7,4,3,2,,1,2,1,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,2,2,2,1,1,2,1,2,2,,2,0,12,5,6,5,2,2,,,,2,,,1895.05,10,1,1,1,1,2,2,,
203,1,2,3,2,1,1,1,2,2,1,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,1,1,1,3,2,0,12,9,4,4,1,2,,,,1,2,,421.59,5,1,1,1,2,2,2,4,3
204,3,5,4,3,1,1,1,2,2,1,1,2,2,2,2,2,2,,1,1,1,2,1,1,2,2,2,2,,,3,2,2,1,2,2,1,1,2,,2,0,12,6,5,4,2,2,,,,2,,,597.74,8,1,1,1,2,2,2,,
205,3,6,4,13,2,,1,2,2,1,2,2,2,2,2,2,2,,1,2,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,1,2,,612.45,2,1,1,1,2,2,2,1,3
206,2,4,3,2,2,,2,2,1,2,2,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,3,2,2,1,2,1,2,1,1,3,2,0,12,6,6,5,2,2,,,,1,1,2,1636.1,6,2,1,1,2,2,2,7,1
207,3,7,8,17,1,1,7,2,2,1,2,2,2,2,2,2,2,,1,1,7,1,2,2,2,2,1,2,,3,,1,1,1,1,1,1,1,2,,2,0,12,7,4,4,2,2,,,,1,1,2,22.3,4,2,1,1,2,1,1,4,2
208,1,2,6,11,2,,1,2,1,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,1,1,2,2,2,1,1,2,,1,14,12,9,4,6,1,2,,,,2,,,165.55,2,1,1,1,2,2,2,,
209,4,8,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,7,4,4,2,2,,,,2,,,2429.36,2,1,1,2,2,2,2,,
210,2,3,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,,1,2,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,3,4,4,2,2,,,,1,2,,1636.1,17,1,1,1,2,2,2,4,3
211,4,9,6,12,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,2,2,2,1,2,2,2,1,2,,2,0,12,5,3,6,2,2,,,,2,,,163.32,2,2,1,1,2,2,2,,
212,2,3,5,13,2,,1,2,2,1,2,2,2,2,1,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,3,5,4,2,2,,,,1,1,2,229.73,14,1,1,1,2,1,2,1,2
213,3,5,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,1,2,,1597.65,4,2,1,2,2,2,2,13,3
214,1,2,4,17,1,1,7,1,2,2,2,2,2,2,2,1,2,,1,1,7,2,1,1,2,1,2,2,,,4,2,2,1,1,1,1,2,2,,1,100,12,4,4,4,2,2,,,,1,2,,476.91,5,2,1,1,2,2,2,9,3
215,3,5,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,8,4,3,2,2,,,,2,,,1836.5,6,1,1,2,2,2,2,,
216,4,9,4,14,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,1,2,2,2,2,1,2,,2,0,10,6,4,4,2,2,,,,1,2,,460.95,15,1,1,2,2,2,2,2,3
217,4,9,4,15,2,,7,2,2,2,2,1,1,1,2,2,2,,2,,7,2,2,2,1,1,2,2,,,,1,2,1,1,1,1,1,2,,2,0,12,4,3,2,2,2,,,,1,1,2,460.95,7,1,1,2,2,1,2,6,1
218,3,6,3,3,1,1,1,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,25,12,8,4,5,2,2,,,,2,,,626.97,11,1,1,2,2,2,2,,
219,1,2,9,2,2,,1,2,2,2,2,2,1,1,1,1,2,,2,,1,2,2,1,2,1,1,2,,,3,1,2,1,2,2,1,1,2,,2,0,12,3,4,4,1,2,,,,1,1,2,10.28,1,2,1,2,2,1,2,4,2
220,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,2,4,4,2,2,,,,2,,,509.17,19,2,1,2,2,2,2,,
221,4,8,4,2,1,1,2,2,2,1,1,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,4,2,2,1,2,2,1,1,1,95,2,0,12,6,4,4,2,2,,,,2,,,1790.57,3,2,1,2,2,2,2,,
222,3,5,3,4,2,,1,2,2,2,2,2,1,2,1,2,2,,2,,1,2,1,1,2,1,2,2,,,3,2,2,1,2,2,2,2,2,,2,0,12,6,4,2,2,2,,,,1,1,2,496.13,4,2,1,2,2,2,1,13,2
223,3,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,4,4,2,2,,,,2,,,2124.65,2,1,2,2,2,2,2,,
224,4,8,5,13,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,2,0,10,5,4,5,2,2,,,,1,2,,5.2,19,2,1,1,2,2,2,2,3
225,1,2,9,15,1,1,7,1,2,2,1,2,1,1,1,1,2,,1,1,7,1,1,1,2,1,1,2,,3,1,1,1,1,1,1,1,1,1,3,2,0,12,4,4,6,2,2,,,,1,1,2,10.04,20,1,1,1,1,1,3,6,1
226,4,9,7,12,2,,2,2,1,1,1,2,1,2,2,2,2,,2,,2,1,2,1,2,1,2,2,,3,5,2,2,1,2,1,1,1,2,,2,0,12,6,3,4,1,2,,,,2,,,163.32,1,1,1,1,2,2,2,,
227,4,8,4,2,1,1,1,2,2,2,2,2,1,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,1,100,8,2,4,2,2,2,,,,1,1,2,497.58,19,1,1,2,2,1,3,9,1
228,3,5,2,6,1,1,2,2,2,2,2,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,8,4,4,1,2,,,,1,2,,10,4,2,1,2,2,2,2,4,3
