Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,RoofPitch,LULC,DWSII,County,FloodZone,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,Footprint,LatF,LonF,RoofReplaceYear,HazusGBMs,HazusGBM
33,04973-840-000,319 ROBIN LN MEXICO BEACH 32410,SINGLE FAM (000100),2298.0,1,1983.0,PREFAB,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RR0238', '19MB-RB0213', '19MB-RR0177', '12-2120', 'B2170', '9710383']","['20190410', '20190409', '20190304', '20120326', '20020923', '19970915']","['RERF', 'REMO', 'RERF', 'RENO', 'ADD', 'ADD']","['RE-ROOF', 'REMODEL', 'RE-ROOF', 'WINDOWS', 'ADDITION', 'ADDITION']","['5,000', '15,000', '0', '0', '2,700', '420']",29.942302,-85.39977,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.399808, 29.94234], [-85.399808, 29.942182], [-85.399722, 29.942182], [-85.399722, 29.94234], [-85.399808, 29.94234]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.942261,-85.399765,1983.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
34,04973-822-000,314 ROBIN LN MEXICO BEACH 32410,SINGLE FAM (000100),2172.0,1,1985.0,CEDAR,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20MB-RR0057', '19MB-RB0431', '18MB-RR0173', '14-2475', '12-2194', 'B-2611', 'B-2612']","['20200519', '20190820', '20181211', '20140127', '20120716', '20031120', '20031120']","['RERF', 'REMO', 'RERF', 'ROOF', 'ROOF', 'ROOF', 'STOR']","['RE-ROOF', 'REMODEL', 'RE-ROOF', 'ROOF', 'ROOF', 'ROOF', 'STORAGE']","['0', '29,600', '0', '0', '0', '500', '500']",29.941348,-85.399635,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.399519, 29.941436], [-85.39947, 29.941518], [-85.399512, 29.941537], [-85.399489, 29.941577], [-85.399614, 29.941633], [-85.399681, 29.941519], [-85.399633, 29.941497], [-85.399656, 29.941457], [-85.399576, 29.941421], [-85.399557, 29.941453], [-85.399519, 29.941436]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94152421,-85.39957648,1985.0,WSF1_hip_1_6d_tnail_wkd_0_3,WSF1_hip_1_6d_tnail_wkd_0_3
35,04973-818-000,308 WYSONG AVE MEXICO BEACH 32410,SINGLE FAM (000100),2048.0,1,1998.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['19MB-RB0218', '19MB-SID0004', '18MB-RR0138', 'SP0093', 'SP0093', '7855', '9807917']","['20190411', '20190125', '20181204', '20030612', '20030604', '19990803', '19980610']","['REMO', 'SIDG', 'RERF', 'POOL', 'POOL', 'ADD', 'NC']","['REMODEL', 'SIDING', 'RE-ROOF', 'POOLS', 'POOLS', 'ADDITION', 'NEW CONST.']","['30,000', '24,000', '0', '0', '19,500', '15,600', '65,000']",29.940785,-85.399674,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.3998, 29.940686], [-85.399649, 29.940816], [-85.39973, 29.940885], [-85.39988, 29.940755], [-85.3998, 29.940686]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94078555,-85.39976465,1998.0,WSF1_gab_1_6d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
36,04973-816-000,310 WYSONG AVE MEXICO BEACH 32410,SINGLE FAM (000100),1952.0,1,1998.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['20MB-RB0312', '19MB-RB0133', '19MB-RR0018', '18-0018', '99-00283', '9705492']","['20201026', '20190308', '20190104', '20181121', '19990112', '19970521']","['STOR', 'REMO', 'RERF', 'DEM', 'XTRA', 'NC']","['POLE BARN/SHED', 'REMODEL', 'RE-ROOF', 'DEMO', 'EXTRA FEAT', 'NEW CONST.']","['4,486', '60,000', '0', '0', '500', '35,868']",29.941015,-85.399434,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39962, 29.940997], [-85.399546, 29.940933], [-85.399385, 29.941073], [-85.399459, 29.941137], [-85.39962, 29.940997]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.941035,-85.3995025,1998.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
37,04973-814-000,312 WYSONG AVE MEXICO BEACH 32456,SINGLE FAM (000100),2312.0,1,1997.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RR0320', '19MB-RB0361', '18-3872', '9812916', '9607350']","['20190628', '20190617', '20180321', '19981120', '19960618']","['RERF', 'REMO', 'CRPT', 'ADD', 'NC']","['RE-ROOF', 'REMODEL', 'CARPORT', 'ADDITION', 'NEW CONST.']","['0', '17,000', '6,416', '4,200', '37,968']",29.941249,-85.399264,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.399165, 29.941264], [-85.399262, 29.941337], [-85.399399, 29.941199], [-85.399302, 29.941126], [-85.399165, 29.941264]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9412315,-85.399282,1997.0,WSF1_gab_1_6d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
38,04973-810-000,316 WYSONG AVE MEXICO BEACH 32410,SINGLE FAM (000100),2005.0,1,1994.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RR0045', '71370524', '0494', 'B1718', '9404974', '9400542']","['20190110', '20070713', '20070529', '20010918', '19940523', '19940120']","['RERF', 'UDU', 'RERF', 'ADD', 'ADD', 'NC']","['RE-ROOF', 'SHED', 'RE-ROOF', 'ADDITION', 'ADDITION', 'NEW CONST.']","['0', '1,100', '0', '3,175', '1,600', '38,161']",29.941672,-85.398746,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.398902, 29.941644], [-85.398815, 29.941569], [-85.398697, 29.941671], [-85.398806, 29.941765], [-85.398866, 29.941713], [-85.398845, 29.941694], [-85.398902, 29.941644]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94166574,-85.39880249,1994.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_8d_strap_std_0_3
39,04973-808-000,318 WYSONG AVE MEXICO BEACH 32410,SINGLE FAM (000100),1600.0,1,1987.0,WD FR STUC; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,29.941894,-85.398514,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39862, 29.941932], [-85.398572, 29.941893], [-85.398637, 29.941834], [-85.398574, 29.941782], [-85.398453, 29.941891], [-85.398564, 29.941983], [-85.39862, 29.941932]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94188218,-85.398551,1987.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
40,04973-807-000,320 WYSONG AVE A MEXICO BEACH 32410,SINGLE FAM (000100),1150.0,1,1986.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20MB-RB0072', '20MB-RR0012', '16-3080', '9602977', '9602977']","['20200220', '20200116', '20160304', '19960305', '19960305']","['REMO', 'RERF', 'RERF', 'ADD', 'ADD']","['REMODEL', 'RERF', 'RERF', 'ADDITION', 'ADDITION']","['25,000', '0', '0', '0', '0']",29.942171,-85.398225,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.398206, 29.942085], [-85.398314, 29.942178], [-85.398429, 29.942078], [-85.398322, 29.941985], [-85.398206, 29.942085]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94208151,-85.39831767,1986.0,WSF1_hip_1_8d_tnail_wkd_0_3,WSF1_hip_1_6d_tnail_wkd_0_3
41,04973-806-000,320 WYSONG AVE B MEXICO BEACH 32410,SINGLE FAM (000100),1150.0,1,1986.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['20MB-RB0074', '20MB-RR0011', '9602977']","['20200220', '20200116', '19960304']","['REMO', 'RERF', 'ADD']","['REMODEL', 'RE-ROOF', 'ADDITION']","['25,000', '0', '0']",29.94206,-85.398341,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.398206, 29.942085], [-85.398314, 29.942178], [-85.398429, 29.942078], [-85.398322, 29.941985], [-85.398206, 29.942085]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94208151,-85.39831767,1986.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
42,04973-725-000,221 CHARLES CORNER MEXICO BEACH 32410,SINGLE FAM (000100),2262.0,1,2001.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['18MB-RR0170', '14-2266', 'B1325']","['20181211', '20141016', '20001121']","['RERF', 'ADD', 'NC']","['RE-ROOF', 'SCREEN PORCH', 'NEW CONST.']","['0', '10,000', '99,440']",29.943551,-85.407297,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.40735, 29.943614], [-85.40735, 29.943526], [-85.407162, 29.943526], [-85.407162, 29.943614], [-85.40735, 29.943614]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94357,-85.407256,2001.0,WSF1_hip_1_8d_strap_std_0_3,WSF1_hip_1_6d_strap_std_0_3
43,04973-722-000,220 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),1816.0,1,1985.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RR0184', '19MB-RB0099', '85605', '9401538']","['20190305', '20190219', '20050830', '19940218']","['RERF', 'REMO', 'RERF', 'ADD']","['RE-ROOF', 'REMODEL', 'RE-ROOF', 'ADDITION']","['0', '18,740', '0', '400']",29.943553,-85.40765,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.4076, 29.943665], [-85.407701, 29.943665], [-85.407701, 29.943496], [-85.4076, 29.943496], [-85.4076, 29.943665]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9435805,-85.4076505,1985.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
44,04973-694-000,215 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),3133.0,1,1988.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,HARDWOOD,"['19MB-RB0101', '19MB-RR0130', '9210621']","['20190219', '20190219', '19921105']","['REMO', 'RERF', 'ADD']","['REMODEL', 'RE-ROOF', 'ADDITION']","['9,000', '0', '7,900']",29.943549,-85.408171,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.408072, 29.943626], [-85.408198, 29.943626], [-85.408198, 29.943447], [-85.408072, 29.943447], [-85.408072, 29.943626]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9435365,-85.408135,1988.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
45,04973-690-000,223 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),2520.0,1,2000.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RB0452', '19MB-RB0100', '19MB-RR0129', '18-3859', 'B332']","['20190725', '20190219', '20190219', '20180306', '20000521']","['DECK', 'REMO', 'RERF', 'POOL', 'NC']","['DECK', 'REMODEL', 'RE-ROOF', 'POOL', 'NEW CONST.']","['0', '9,500', '0', '34,000', '105,600']",29.944089,-85.408173,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.408054, 29.944192], [-85.408254, 29.94419], [-85.408251, 29.94403], [-85.408121, 29.944031], [-85.408122, 29.94412], [-85.408053, 29.944121], [-85.408054, 29.944192]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94411931,-85.40816834,2000.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
46,04973-681-000,235 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),1897.0,1,1979.0,CB STUCCO,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['20MB-RB0079', '20MB-RR0026', '19MB-DEM0267', '42580638', '9609856', '21641', '4656']","['20200221', '20200221', '20191115', '20080425', '19960822', '19910301', '19901114']","['REMO', 'RERF', 'DEM', 'ROOF', 'RENO', 'ADD', 'ROOF']","['REMODEL', 'RE-ROOF', 'DEMOLITION', 'ROOF', 'RENOVATION', 'ADDITION', 'ROOF']","['70,000', '0', '0', '1,904', '2,540', '500', '0']",29.945034,-85.40808,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.40801124342103, 29.94509387932016], [-85.40801124350341, 29.944974120643426], [-85.40814875649659, 29.944974120643426], [-85.40814875657897, 29.94509387932016]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.945034,-85.40808,1979.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
47,04973-678-000,233 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),1751.0,1,2002.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['19MB-RB0002', '19MB-RR0003', 'B1826']","['20190123', '20190102', '20011003']","['REMO', 'RERF', 'NC']","['REMODEL', 'RE-ROOF', 'NEW CONST.']","['45,000', '0', '83,398']",29.945006,-85.408079,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.40801294228672, 29.945063528927218], [-85.40801294236276, 29.94494847103917], [-85.40814505763724, 29.94494847103917], [-85.40814505771328, 29.945063528927218]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.945006,-85.408079,2002.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_0_8s_strap_sup_1_3
48,04973-653-000,221 NANNOOK RD MEXICO BEACH 32456,SINGLE FAM (000100),2550.0,1,2011.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RB0351', '18MB-RR0192', '18111195']","['20190610', '20181217', '20110518']","['ADD', 'RERF', 'NC']","['PATIO ENCLOSURE', 'RE-ROOF', 'NEW CONST.']","['21,000', '0', '0']",29.943378,-85.407874,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.407794284361, 29.94344742459803], [-85.40779428447172, 29.94330857535301], [-85.4079537155283, 29.94330857535301], [-85.40795371563901, 29.94344742459803]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.943378,-85.407874,2011.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
49,04973-649-010,233 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),2225.0,1,2012.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RB0489', '19MB-RR0062', '12-2228', '12-2209']","['20190814', '20190116', '20120925', '20120822']","['REMO', 'RERF', 'ROOF', 'NC']","['REMODEL', 'RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['105,900', '0', '0', '0']",29.945033,-85.408966,hip,9.462322208,0.03,133.0,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.408997, 29.944869], [-85.408997, 29.944997], [-85.409115, 29.944997], [-85.409115, 29.944869], [-85.408997, 29.944869]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.944933,-85.409056,2012.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
50,04973-643-000,243 NAN NOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),1560.0,1,1984.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['19MB-RR0097', '18-3749', '17-3743', '860175', '10018']","['20190201', '20180102', '20171222', '20060228', '19990908']","['RERF', 'RERF', 'SIDG', 'RERF', 'ADD']","['RERF', 'RERF', 'SIDING', 'RE-ROOF', 'ADDITION']","['0', '0', '0', '1,836', '599']",29.945949,-85.40906,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.408989, 29.945892], [-85.408989, 29.946052], [-85.409104, 29.946052], [-85.409104, 29.945892], [-85.408989, 29.945892]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.945972,-85.4090465,1984.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
51,04973-632-000,423 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2144.0,1,2003.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['18MB-RR0168', '41390827', 'RF261', 'B2750']","['20181210', '20090413', '20030228', '20021223']","['RERF', 'ADD', 'ROOF', 'NC']","['RE-ROOF', 'ADDITION', 'ROOF', 'NEW CONST.']","['0', '30,000', '0', '78,074']",29.942616,-85.396911,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396899, 29.942437], [-85.396814, 29.94251], [-85.396948, 29.942626], [-85.397033, 29.942553], [-85.396899, 29.942437]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9425315,-85.3969235,2003.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_0_8s_strap_sup_1_3
52,04973-601-010,407 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1023.0,1,2001.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RB0373', '19MB-RB0269', '18MB-RR0158', '256-0310', 'SP-0109', 'B2217']","['20190620', '20190425', '20181207', '20061031', '20030703', '20021001']","['REMO', 'ADD', 'RERF', 'CRPT', 'POOL', 'ADD']","['REMODEL', 'DETACHED GARAGE', 'RE-ROOF', 'CARPORT', 'POOLS', 'ADDITION']","['31,000', '0', '0', '3,395', '15,000', '0']",29.941035,-85.398598,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.398528, 29.940988], [-85.39861, 29.941059], [-85.398752, 29.940935], [-85.398699, 29.940889], [-85.398629, 29.940949], [-85.398601, 29.940925], [-85.398528, 29.940988]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94097282,-85.39863811,2001.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_8d_strap_std_0_3
53,04973-601-000,405 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1236.0,1,1980.0,AVERAGE,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20MB-SID0003', '19MB-RR0258', '15-2910', '13-2248', 'B1909', '1909', 'B419', 'B1446']","['20200519', '20190416', '20150804', '20131126', '20020823', '20020802', '20010302', '20001211']","['SIDG', 'RERF', 'STOR', 'ROOF', 'REMO', 'ADD', 'MOVE', 'MOVE']","['SIDING', 'RE-ROOF', 'CARPORT', 'ROOF', 'REMODEL', 'ADDITION', 'MOVE', 'MOVE']","['2,000', '6,500', '0', '0', '1,500', '1,500', '0', '41,492']",29.940833,-85.398812,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.398929, 29.940775], [-85.39885, 29.940707], [-85.398762, 29.940783], [-85.398841, 29.940852], [-85.398929, 29.940775]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94077933,-85.39884549,1980.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
54,04973-540-000,420 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2252.0,1,1998.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RR0302', '19MB-SID0020', '9801446']","['20190604', '20190412', '19980212']","['RERF', 'SIDG', 'NC']","['RE-ROOF', 'SIDING', 'NEW CONST.']","['0', '10,000', '85,000']",29.942118,-85.39675,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396785, 29.942002], [-85.396649, 29.942121], [-85.396768, 29.942222], [-85.396847, 29.942152], [-85.396802, 29.942114], [-85.396859, 29.942064], [-85.396785, 29.942002]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94211249,-85.39676207,1998.0,WSF1_hip_1_6d_strap_no_1_3,WSF1_hip_1_6d_strap_no_1_3
55,04973-539-000,421 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1887.0,1,1977.0,VINYL; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['19MB-RR0022', '21810993', '12610978', '2189968', '928263']","['20190107', '20100218', '20100106', '20091218', '19920915']","['RERF', 'RENO', 'NC', 'POOL', 'ROOF']","['RE-ROOF', 'RENOVATION', 'NEW CONST.', 'POOLS', 'ROOF']","['0', '60,000', '60,000', '15,500', '0']",29.941914,-85.396501,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396461, 29.941975], [-85.396486, 29.941954], [-85.396522, 29.941987], [-85.396571, 29.941946], [-85.396529, 29.941909], [-85.396585, 29.941862], [-85.396518, 29.941802], [-85.396444, 29.941864], [-85.39644, 29.94186], [-85.396385, 29.941907], [-85.396461, 29.941975]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94189834,-85.39649238,1977.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
56,04973-530-000,418 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1680.0,1,1977.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK; CARPET,['18-0080'],['20181116'],['RERF'],['RERF'],['0'],29.94192,-85.396969,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.397046, 29.941884], [-85.396978, 29.941824], [-85.396863, 29.941924], [-85.396931, 29.941984], [-85.397046, 29.941884]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.941904,-85.3969545,1977.0,WSF1_hip_1_6d_tnail_no_1_3,WSF1_hip_1_8d_tnail_no_0_3
57,04973-499-000,400 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2450.0,1,2005.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RB0535', '19MB-RB0438', '19MB-RR0246', '16-3051', '14-2600', '13-2364', '84205']","['20190916', '20190716', '20190416', '20160218', '20140717', '20130709', '20050812']","['STOR', 'REMO', 'RERF', 'RERF', 'REMO', 'STOR', 'RERF']","['POLE BARN/SHED', 'REMODEL', 'RERF', 'RERF', 'REMODEL', 'GARAGE', 'RE-ROOF']","['2,300', '0', '0', '0', '12,500', '12,995', '0']",29.940137,-85.398877,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.398887, 29.940039], [-85.398863, 29.940019], [-85.398797, 29.940078], [-85.398942, 29.940198], [-85.399005, 29.940141], [-85.398942, 29.940089], [-85.398996, 29.94004], [-85.398938, 29.939993], [-85.398887, 29.940039]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94009189,-85.39891078,2005.0,WSF1_hip_0_8s_strap_sup_1_3,WSF1_hip_0_8s_strap_sup_1_3
58,04973-420-000,408 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1564.0,1,1998.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; HARDWOOD,"['21MB-RB0089', '20MB-RB0017', '19MB-RB0301', '19MB-RR0023', '16101089', 'SP095', '9806273', '9804220']","['20210513', '20200219', '20190514', '20190107', '20100816', '20010627', '19980619', '19980427']","['POOL', 'STOR', 'REMO', 'RERF', 'NC', 'POOL', 'NC', 'NC']","['POOL/HOT TUB', 'POLE BARN/SHED', 'REMODEL', 'RE-ROOF', 'NEW CONST.', 'POOLS', 'NEW CONST.', 'NEW CONST.']","['49,826', '0', '28,000', '0', '0', '15,500', '0', '72,767']",29.940436,-85.397425,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.397453, 29.940352], [-85.397367, 29.940425], [-85.397459, 29.940507], [-85.397545, 29.940434], [-85.397453, 29.940352]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9404295,-85.397456,1998.0,WSF1_hip_1_8d_strap_std_0_3,WSF1_hip_1_6d_strap_std_0_3
